Week Start Date,Agency,Final Incident Type,# of Incidents Calculated,Call to First Pickup,Call to PD Calltaker Handoff,Call to FDNY Pickup,Call to FDNY Job Creation,Call to EMS Pickup,Call to Agency Job Creation,Call to Agency Dispatch,Call to Agency Arrival,Call to First Arrival (Multi-Agency Incidents),Median Pickup,Median Calltaker Handoff,Median FDNY Pickup,Median FDNY Job Creation,Median Ems Pickup,Median Ems Job Creation,Median Dispatch,Median Travel,Median Cumulative First Arrival  (Multi-Agency Incidents),Average Travel,Average Dispatch,Average EMS Processing,Average EMS Pickup,Average Calltaker Processing,Average Pickup,Average FD Pickup,Average FD Processing
05/13/2019,EMS,2. Non-Life Threatening Med Emergencies,13151,4.28,92.30,,,100.97,167.28,370.79,1047.49,908.57,3,86,,,15.5,42,99.5,549,628.5,11.28,4.64,1.13,0.18,1.47,0.07,,
05/13/2019,FDNY,1. Structural Fires,238,4.85,27.98,32.98,87.21,,,95.47,284.92,284.57,3,17,5,48,,,7,183,270,3.16,0.14,,,0.39,0.08,0.08,0.90
05/13/2019,FDNY,2. Non-Structural Fires,118,4.25,39.31,35.28,83.16,,,100.25,358.24,350.47,3,17,5,43,,,7,248,331.5,4.30,0.15,,,0.58,0.07,0.09,0.80
05/13/2019,FDNY,3. Medical Emergencies,3918,4.22,235.29,,,74.51,230.10,263.59,575.84,473.61,3,119,,,5,51,6,272,409,5.20,0.47,2.09,0.08,3.85,0.07,,
05/13/2019,FDNY,4. Non-Medical Emergencies,2700,4.52,172.73,50.23,104.25,,,235.44,548.03,475.58,3,28,5,46,,,7,275,391,5.21,0.19,,,2.80,0.08,0.09,0.90
05/13/2019,NYPD,1. Critical,992,4.48,116.86,,,,,201.55,400.85,395.23,3,88,,,,,52.5,139.5,322,3.32,1.41,,,1.87,0.07,,
05/13/2019,NYPD,2. Serious,2482,4.33,116.60,,,,,230.35,561.16,544.09,3,90,,,,,65,195.5,395.5,5.51,1.90,,,1.87,0.07,,
05/13/2019,NYPD,3. Non-Critical,657,4.45,168.61,,,,,395.25,1132.72,1103.99,3,129,,,,,103,350,684,12.29,3.78,,,2.74,0.07,,
05/13/2019,NYPD (Non-CIP),Alarms,2377,4.17,127.13,,,,,660.41,2907.99,2907.87,3,108,,,,,268,1200,1815,37.46,8.89,,,2.05,0.07,,
05/13/2019,NYPD (Non-CIP),Disorderly Person/Group/Noise,1783,4.34,162.44,,,,,666.45,2398.88,2368.51,3,144,,,,,192,790,1364,28.87,8.40,,,2.63,0.07,,
05/13/2019,NYPD (Non-CIP),Dispute,5558,4.11,168.94,,,,,754.27,2881.05,2859.65,3,142,,,,,205,982,1635.5,35.45,9.76,,,2.75,0.07,,
05/13/2019,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,330,4.20,152.06,,,,,516.44,2555.52,1196.15,3,132,,,,,116.5,1157,428.5,33.98,6.07,,,2.46,0.07,,
05/13/2019,NYPD (Non-CIP),Other Crimes (In Progress),3240,4.24,151.42,,,,,393.06,1047.64,1041.45,3,121,,,,,92.5,333,631,10.91,4.03,,,2.45,0.07,,
05/13/2019,NYPD (Non-CIP),Past Crime,3355,4.37,205.15,,,,,844.44,4128.45,4030.66,3,175,,,,,244,1902,2551,54.73,10.65,,,3.35,0.07,,
05/13/2019,NYPD (Non-CIP),Police Officer/Security Holding Suspect,191,4.72,95.05,,,,,401.77,1697.15,1680.20,3,76,,,,,111,610,1002,21.59,5.11,,,1.51,0.08,,
05/13/2019,NYPD (Non-CIP),Possible Crimes,8009,4.30,149.31,,,,,710.92,3198.57,3101.14,3,114,,,,,214,1213,1780,41.46,9.36,,,2.42,0.07,,
05/13/2019,NYPD (Non-CIP),Vehicle Accident,3895,4.28,170.32,,,,,835.62,4072.61,4005.81,3,145,,,,,290,2092,2818,53.95,11.09,,,2.77,0.07,,
05/06/2019,EMS,1. Life Threating Med Emergencies,9861,3.94,72.87,,,78.76,147.35,205.58,614.92,538.28,3,76,,,15,39,88,368.5,456,6.82,2.21,1.17,0.13,1.15,0.07,,
05/06/2019,EMS,2. Non-Life Threatening Med Emergencies,12910,3.90,91.37,,,99.69,164.81,333.14,981.89,861.45,3,86,,,14.5,41.5,93,541.75,610.75,10.81,4.03,1.11,0.17,1.46,0.06,,
05/06/2019,FDNY,1. Structural Fires,245,3.64,29.41,30.50,82.54,,,93.98,292.84,289.98,3,17,5,47,,,7,191,271,3.31,0.14,,,0.43,0.06,0.09,0.87
05/06/2019,FDNY,2. Non-Structural Fires,114,3.96,29.08,32.78,87.95,,,97.43,349.32,337.15,3,17.5,5,48,,,7,231.5,318,4.20,0.15,,,0.42,0.07,0.08,0.92
05/06/2019,FDNY,3. Medical Emergencies,3872,3.96,244.70,,,75.98,239.37,271.53,564.69,477.26,3,122,,,5,52,6,271,408,4.89,0.45,2.10,0.09,4.01,0.07,,
05/06/2019,FDNY,4. Non-Medical Emergencies,2616,3.98,117.62,50.46,111.78,,,188.94,500.64,468.36,3,27,5,48,,,7,279,397,5.20,0.20,,,1.89,0.07,0.09,1.02
05/06/2019,NYPD,1. Critical,983,3.83,115.55,,,,,200.94,385.12,367.83,3,88,,,,,53,134,313,3.07,1.42,,,1.86,0.06,,
05/06/2019,NYPD,2. Serious,2407,3.84,113.45,,,,,234.81,551.70,535.09,3,88,,,,,64,190,387,5.28,2.02,,,1.83,0.06,,
05/06/2019,NYPD,3. Non-Critical,654,3.88,161.68,,,,,404.59,1123.15,1102.27,3,132.5,,,,,103.5,340,650,11.98,4.05,,,2.63,0.06,,
05/06/2019,NYPD (Non-CIP),Alarms,2353,3.82,126.81,,,,,668.68,2748.20,2739.95,3,107,,,,,251,1117,1747,34.66,9.03,,,2.05,0.06,,
05/06/2019,NYPD (Non-CIP),Disorderly Person/Group/Noise,1551,3.79,160.23,,,,,663.84,2162.30,2139.96,3,140,,,,,197,734,1294,24.97,8.39,,,2.61,0.06,,
05/06/2019,NYPD (Non-CIP),Dispute,5267,3.80,166.05,,,,,723.21,2693.71,2673.69,3,140,,,,,193,859,1501,32.84,9.29,,,2.70,0.06,,
05/06/2019,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,322,4.25,163.57,,,,,478.66,2342.24,1095.16,3,140,,,,,86.5,1034.5,446.5,31.06,5.25,,,2.66,0.07,,
05/06/2019,NYPD (Non-CIP),Investigate/Possible Crime,3,4.33,119.67,,,,,257.00,626.67,626.67,3,104,,,,,171,135,455,6.16,2.29,,,1.92,0.07,,
05/06/2019,NYPD (Non-CIP),Other Crimes (In Progress),3117,3.86,149.99,,,,,356.02,980.86,976.25,3,122,,,,,89,306,594,10.41,3.43,,,2.44,0.06,,
05/06/2019,NYPD (Non-CIP),Past Crime,3263,3.87,203.50,,,,,833.63,3872.86,3809.63,3,173,,,,,251,1681,2411,50.65,10.50,,,3.33,0.06,,
05/06/2019,NYPD (Non-CIP),Police Officer/Security Holding Suspect,164,4.38,102.84,,,,,375.39,1378.96,1374.11,3,74,,,,,132.5,753,1053,16.73,4.54,,,1.64,0.07,,
05/06/2019,NYPD (Non-CIP),Possible Crimes,7676,3.80,144.25,,,,,672.28,2966.28,2877.08,3,113,,,,,204,1129,1677,38.23,8.80,,,2.34,0.06,,
05/06/2019,NYPD (Non-CIP),Vehicle Accident,3680,3.92,170.62,,,,,802.73,3757.20,3681.25,3,147,,,,,276.5,1890,2570,49.24,10.54,,,2.78,0.07,,
04/29/2019,EMS,1. Life Threating Med Emergencies,9385,3.40,72.63,,,78.11,146.99,188.61,600.40,524.95,3,74,,,13.5,40,82.5,368.5,442.75,6.86,1.93,1.17,0.12,1.15,0.06,,
04/29/2019,EMS,2. Non-Life Threatening Med Emergencies,12852,3.42,88.07,,,95.93,163.61,278.65,916.70,797.21,3,84.5,,,14,42.5,91.5,530.5,586,10.63,3.18,1.15,0.16,1.41,0.06,,
04/29/2019,FDNY,1. Structural Fires,241,3.25,33.16,36.55,89.05,,,98.58,291.48,289.68,3,17,5,47,,,7,187,275,3.22,0.14,,,0.50,0.05,0.08,0.88
04/29/2019,FDNY,2. Non-Structural Fires,101,3.70,33.34,32.43,86.43,,,100.32,355.14,345.29,3,17,5,45,,,8,236,337,4.25,0.17,,,0.49,0.06,0.08,0.90
04/29/2019,FDNY,3. Medical Emergencies,3640,3.44,212.59,,,75.25,207.94,237.52,530.71,452.82,3,121,,,5,53,6,273,407,4.89,0.42,1.76,0.09,3.49,0.06,,
04/29/2019,FDNY,4. Non-Medical Emergencies,2458,3.39,116.74,49.63,103.71,,,179.18,486.47,454.38,3,31,5,46,,,7,276,393,5.12,0.18,,,1.89,0.06,0.09,0.90
04/29/2019,NYPD,1. Critical,942,3.35,119.15,,,,,199.69,385.53,378.72,3,90,,,,,55,125,318,3.10,1.34,,,1.93,0.06,,
04/29/2019,NYPD,2. Serious,2387,3.42,114.91,,,,,228.23,511.13,495.28,3,88,,,,,63,181,376,4.71,1.89,,,1.86,0.06,,
04/29/2019,NYPD,3. Non-Critical,639,3.55,160.41,,,,,406.69,1155.25,1143.71,3,135,,,,,106,374,690,12.48,4.10,,,2.61,0.06,,
04/29/2019,NYPD (Non-CIP),Alarms,2295,3.44,124.05,,,,,674.88,2724.90,2724.06,3,106,,,,,243,1167,1802,34.17,9.18,,,2.01,0.06,,
04/29/2019,NYPD (Non-CIP),Disorderly Person/Group/Noise,1569,3.45,157.32,,,,,616.83,2315.44,2306.00,3,137,,,,,184,821,1310,28.31,7.66,,,2.56,0.06,,
04/29/2019,NYPD (Non-CIP),Dispute,5339,3.38,165.61,,,,,722.55,2696.60,2679.76,3,139,,,,,190,888,1516,32.90,9.28,,,2.70,0.06,,
04/29/2019,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,320,3.27,155.87,,,,,468.89,2243.70,921.76,3,129,,,,,89,1018,401,29.58,5.22,,,2.54,0.05,,
04/29/2019,NYPD (Non-CIP),Investigate/Possible Crime,17,4.76,196.88,,,,,819.53,2637.06,2637.06,3,152,,,,,142,1017,1361,30.29,10.38,,,3.20,0.08,,
04/29/2019,NYPD (Non-CIP),Other Crimes (In Progress),3174,3.49,149.58,,,,,375.39,1008.34,1004.65,3,120,,,,,93,315,611,10.55,3.76,,,2.43,0.06,,
04/29/2019,NYPD (Non-CIP),Past Crime,3120,3.35,207.21,,,,,832.89,3672.28,3627.81,3,174,,,,,240,1559,2277.5,47.32,10.43,,,3.40,0.06,,
04/29/2019,NYPD (Non-CIP),Police Officer/Security Holding Suspect,205,3.54,91.29,,,,,442.84,1505.50,1498.86,3,75,,,,,97,757,1031,17.71,5.86,,,1.46,0.06,,
04/29/2019,NYPD (Non-CIP),Possible Crimes,7694,3.39,146.38,,,,,687.11,2905.91,2812.22,3,114,,,,,204,1133.5,1662.5,36.98,9.01,,,2.38,0.06,,
04/29/2019,NYPD (Non-CIP),Vehicle Accident,3478,3.44,169.33,,,,,804.40,3663.65,3600.06,3,143,,,,,268,1869.5,2534,47.65,10.58,,,2.76,0.06,,
04/22/2019,EMS,1. Life Threating Med Emergencies,8960,3.60,75.77,,,81.87,150.10,186.24,579.57,508.85,3,79.5,,,14.5,39.5,82.5,351.5,457,6.56,1.84,1.16,0.13,1.20,0.06,,
04/22/2019,EMS,2. Non-Life Threatening Med Emergencies,12358,3.59,91.05,,,98.90,165.51,236.83,814.95,723.72,3,86.5,,,13.5,42.5,86.5,500.5,568,9.64,2.43,1.13,0.17,1.46,0.06,,
04/22/2019,FDNY,1. Structural Fires,221,3.61,28.52,31.90,83.32,,,92.66,285.08,282.39,3,16,5,47,,,6,187,274,3.21,0.14,,,0.42,0.06,0.08,0.86
04/22/2019,FDNY,2. Non-Structural Fires,121,3.64,41.90,42.63,95.51,,,108.19,359.17,353.39,3,17,5,46,,,7,235,329,4.18,0.16,,,0.64,0.06,0.09,0.88
04/22/2019,FDNY,3. Medical Emergencies,3406,3.63,213.50,,,77.54,208.77,237.92,527.11,444.99,3,125,,,5,55,6,267,406,4.82,0.41,1.69,0.09,3.50,0.06,,
04/22/2019,FDNY,4. Non-Medical Emergencies,2451,3.63,148.59,50.76,110.75,,,216.26,522.72,474.94,3,28,5,47,,,7,273,383,5.11,0.17,,,2.41,0.06,0.09,1.00
04/22/2019,NYPD,1. Critical,992,3.62,114.15,,,,,191.48,380.45,371.33,3,88,,,,,54,132,311,3.15,1.29,,,1.84,0.06,,
04/22/2019,NYPD,2. Serious,2340,3.55,116.22,,,,,219.74,510.42,497.12,3,89,,,,,60,182.5,374,4.84,1.73,,,1.88,0.06,,
04/22/2019,NYPD,3. Non-Critical,586,3.54,165.03,,,,,399.27,1028.22,1017.36,3,133,,,,,92,311,647,10.48,3.90,,,2.69,0.06,,
04/22/2019,NYPD (Non-CIP),Alarms,2538,3.59,127.39,,,,,633.85,2625.54,2624.62,3,109,,,,,243.5,1069.5,1704,33.19,8.44,,,2.06,0.06,,
04/22/2019,NYPD (Non-CIP),Disorderly Person/Group/Noise,1479,3.57,165.69,,,,,592.78,2159.72,2138.06,3,143,,,,,176,767,1291,26.12,7.12,,,2.70,0.06,,
04/22/2019,NYPD (Non-CIP),Dispute,5315,3.60,165.66,,,,,717.63,2663.30,2646.75,3,140,,,,,199,836,1431,32.43,9.20,,,2.70,0.06,,
04/22/2019,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,331,3.51,154.00,,,,,476.78,2381.81,1093.31,3,134,,,,,85,970,388,31.75,5.38,,,2.51,0.06,,
04/22/2019,NYPD (Non-CIP),Other Crimes (In Progress),2845,3.57,152.76,,,,,361.29,977.43,972.51,3,126,,,,,93,314,615,10.27,3.48,,,2.49,0.06,,
04/22/2019,NYPD (Non-CIP),Past Crime,3073,3.62,205.38,,,,,772.27,3687.50,3620.22,3,174,,,,,219,1557,2199,48.59,9.45,,,3.36,0.06,,
04/22/2019,NYPD (Non-CIP),Police Officer/Security Holding Suspect,180,3.50,99.06,,,,,365.69,1624.89,1624.89,3,79.5,,,,,107.5,723,1141,20.99,4.44,,,1.59,0.06,,
04/22/2019,NYPD (Non-CIP),Possible Crimes,7994,3.60,145.51,,,,,654.74,2870.44,2790.96,3,114,,,,,202,1100,1628,36.93,8.49,,,2.37,0.06,,
04/22/2019,NYPD (Non-CIP),Vehicle Accident,3047,3.61,173.32,,,,,789.96,3614.78,3581.30,3,147,,,,,266,1837,2564,47.08,10.28,,,2.83,0.06,,
04/15/2019,EMS,1. Life Threating Med Emergencies,9328,3.74,73.37,,,79.46,148.21,188.63,587.81,516.17,3,77,,,15,39.5,85.25,360.5,452,6.65,1.92,1.17,0.13,1.16,0.06,,
04/15/2019,EMS,2. Non-Life Threatening Med Emergencies,12981,3.69,89.00,,,96.98,163.24,262.68,867.22,768.02,3,85,,,13.5,41.5,89,511.25,583.5,10.08,2.89,1.13,0.17,1.42,0.06,,
04/15/2019,FDNY,1. Structural Fires,267,3.56,30.31,33.49,90.06,,,99.23,297.35,294.43,3,16,5,47,,,6,193,283,3.30,0.14,,,0.45,0.06,0.08,0.94
04/15/2019,FDNY,2. Non-Structural Fires,186,3.84,31.66,36.22,110.10,,,123.74,392.83,390.29,3,16,5,46,,,7,246.5,334,4.48,0.23,,,0.46,0.06,0.08,1.23
04/15/2019,FDNY,3. Medical Emergencies,3596,3.74,235.01,,,75.05,229.74,261.06,550.26,461.02,3,123,,,5,55,6,271,408,4.82,0.43,1.91,0.09,3.85,0.06,,
04/15/2019,FDNY,4. Non-Medical Emergencies,2635,3.74,126.98,52.42,107.31,,,191.34,503.78,470.12,3,30,5,47,,,7,274,393,5.21,0.19,,,2.05,0.06,0.09,0.91
04/15/2019,NYPD,1. Critical,943,3.69,112.23,,,,,203.97,395.32,382.20,3,85,,,,,52,123,300,3.19,1.53,,,1.81,0.06,,
04/15/2019,NYPD,2. Serious,2386,3.64,114.66,,,,,226.62,531.71,506.27,3,87,,,,,64,188,378,5.08,1.87,,,1.85,0.06,,
04/15/2019,NYPD,3. Non-Critical,630,3.63,149.65,,,,,416.28,1198.70,1174.18,3,123,,,,,108,340,645.5,13.04,4.44,,,2.43,0.06,,
04/15/2019,NYPD (Non-CIP),Alarms,2653,3.68,126.50,,,,,643.37,2840.88,2839.57,3,110,,,,,251,1182,1799,36.63,8.61,,,2.05,0.06,,
04/15/2019,NYPD (Non-CIP),Disorderly Person/Group/Noise,1616,3.67,152.70,,,,,624.25,2213.95,2198.20,3,131,,,,,172.5,763,1287.5,26.49,7.86,,,2.48,0.06,,
04/15/2019,NYPD (Non-CIP),Dispute,5244,3.62,163.90,,,,,695.21,2590.70,2570.00,3,138.5,,,,,189,867.5,1468.5,31.59,8.86,,,2.67,0.06,,
04/15/2019,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,286,3.73,148.79,,,,,429.14,2368.74,1216.43,3,135.5,,,,,89.5,1162.5,424.5,32.33,4.67,,,2.42,0.06,,
04/15/2019,NYPD (Non-CIP),Other Crimes (In Progress),2985,3.72,144.39,,,,,392.92,971.56,963.41,3,116,,,,,95,301,596,9.64,4.14,,,2.34,0.06,,
04/15/2019,NYPD (Non-CIP),Past Crime,3134,3.82,197.16,,,,,887.16,3958.19,3894.34,3,166,,,,,257,1790.5,2552.5,51.18,11.50,,,3.22,0.06,,
04/15/2019,NYPD (Non-CIP),Police Officer/Security Holding Suspect,176,3.84,94.98,,,,,415.11,1516.52,1501.14,3,77.5,,,,,111.5,731,1099.5,18.36,5.34,,,1.52,0.06,,
04/15/2019,NYPD (Non-CIP),Possible Crimes,8276,3.68,144.89,,,,,682.31,2973.67,2863.73,3,113,,,,,202,1145,1646.5,38.19,8.96,,,2.35,0.06,,
04/15/2019,NYPD (Non-CIP),Vehicle Accident,3439,3.67,165.33,,,,,859.36,3860.87,3816.11,3,142,,,,,297,1945,2658,50.03,11.57,,,2.69,0.06,,
04/08/2019,EMS,1. Life Threating Med Emergencies,9599,3.61,73.49,,,80.21,147.15,194.97,605.87,530.91,3,80,,,15,39,85.5,366.5,464.5,6.85,2.02,1.14,0.14,1.16,0.06,,
04/08/2019,EMS,2. Non-Life Threatening Med Emergencies,13408,3.64,90.88,,,99.60,164.10,300.77,949.63,833.71,3,85.5,,,14,41,91.5,544.5,613.5,10.81,3.50,1.10,0.18,1.45,0.06,,
04/08/2019,FDNY,1. Structural Fires,242,3.59,28.64,31.72,85.91,,,96.16,292.25,290.43,3,15,5,48,,,7,191,283,3.27,0.14,,,0.42,0.06,0.09,0.90
04/08/2019,FDNY,2. Non-Structural Fires,142,3.49,29.79,34.51,93.81,,,103.06,359.75,354.30,3,16,5,43,,,7,246,340,4.28,0.15,,,0.44,0.06,0.10,0.99
04/08/2019,FDNY,3. Medical Emergencies,3649,3.67,229.46,,,73.64,224.20,253.53,543.37,463.38,3,123,,,5,53,6,269,406,4.83,0.40,1.94,0.09,3.76,0.06,,
04/08/2019,FDNY,4. Non-Medical Emergencies,2517,3.61,137.25,51.67,107.89,,,202.34,520.32,457.37,3,30,5,46,,,7,280,396,5.30,0.18,,,2.23,0.06,0.09,0.94
04/08/2019,NYPD,1. Critical,952,3.66,119.20,,,,,211.31,401.62,392.35,3,90.5,,,,,53,131,316,3.17,1.54,,,1.93,0.06,,
04/08/2019,NYPD,2. Serious,2356,3.59,117.19,,,,,233.91,543.25,528.70,3,89,,,,,64,184.5,386,5.16,1.95,,,1.89,0.06,,
04/08/2019,NYPD,3. Non-Critical,602,3.49,162.29,,,,,431.54,1071.09,1054.66,3,131,,,,,105.5,376,695,10.66,4.49,,,2.65,0.06,,
04/08/2019,NYPD (Non-CIP),Alarms,2345,3.69,122.81,,,,,634.25,2688.80,2688.80,3,106,,,,,258,1093,1706,34.24,8.52,,,1.99,0.06,,
04/08/2019,NYPD (Non-CIP),Disorderly Person/Group/Noise,1655,3.69,155.80,,,,,650.58,2182.32,2165.57,3,136,,,,,208,773,1327,25.53,8.25,,,2.54,0.06,,
04/08/2019,NYPD (Non-CIP),Dispute,5355,3.54,163.37,,,,,740.37,2737.98,2713.57,3,139,,,,,199,897,1521,33.29,9.62,,,2.66,0.06,,
04/08/2019,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,308,3.47,155.86,,,,,472.43,2552.49,1211.92,3,132,,,,,99,1248.5,431.5,34.67,5.28,,,2.54,0.06,,
04/08/2019,NYPD (Non-CIP),Other Crimes (In Progress),3131,3.58,149.67,,,,,366.55,972.62,968.57,3,118,,,,,93,298,605,10.10,3.61,,,2.43,0.06,,
04/08/2019,NYPD (Non-CIP),Past Crime,3262,3.62,201.97,,,,,819.99,3842.32,3786.50,3,172,,,,,250,1734.5,2403,50.37,10.30,,,3.31,0.06,,
04/08/2019,NYPD (Non-CIP),Police Officer/Security Holding Suspect,165,3.50,97.65,,,,,387.18,1479.87,1455.41,3,83,,,,,133,546,867,18.21,4.83,,,1.57,0.06,,
04/08/2019,NYPD (Non-CIP),Possible Crimes,8206,3.64,146.46,,,,,693.65,3004.78,2919.09,3,114,,,,,217,1118,1674,38.52,9.12,,,2.38,0.06,,
04/08/2019,NYPD (Non-CIP),Vehicle Accident,3475,3.68,167.64,,,,,835.99,3910.60,3846.80,3,143,,,,,309,1959,2692,51.24,11.14,,,2.73,0.06,,
04/01/2019,EMS,1. Life Threating Med Emergencies,9129,3.47,75.59,,,83.58,147.91,194.02,600.10,523.67,3,80,,,15.5,39,86.75,369,468,6.77,1.97,1.09,0.16,1.20,0.06,,
04/01/2019,EMS,2. Non-Life Threatening Med Emergencies,13295,3.49,92.53,,,102.83,165.10,311.97,945.29,823.27,3,87,,,15,41.5,95.5,527.5,630,10.56,3.66,1.06,0.21,1.48,0.06,,
04/01/2019,FDNY,1. Structural Fires,282,3.40,30.90,35.59,89.27,,,98.20,292.82,289.41,3,17,5,45,,,7,182.5,279,3.24,0.15,,,0.46,0.06,0.08,0.89
04/01/2019,FDNY,2. Non-Structural Fires,188,3.32,30.89,31.03,88.49,,,101.56,370.34,354.65,3,16.5,5,48,,,7,244.5,330,4.48,0.15,,,0.46,0.06,0.08,0.96
04/01/2019,FDNY,3. Medical Emergencies,3490,3.49,246.85,,,73.70,241.37,271.93,564.02,467.88,3,122,,,5,54,6,270,407,4.87,0.42,2.06,0.10,4.06,0.06,,
04/01/2019,FDNY,4. Non-Medical Emergencies,2464,3.52,157.64,52.10,106.58,,,220.93,544.04,501.22,3,30,5,46,,,7,282,400,5.39,0.19,,,2.57,0.06,0.09,0.91
04/01/2019,NYPD,1. Critical,913,3.43,117.40,,,,,207.61,391.26,383.20,3,93,,,,,51,123,304,3.06,1.50,,,1.90,0.06,,
04/01/2019,NYPD,2. Serious,2230,3.43,114.03,,,,,220.34,516.82,497.23,3,90,,,,,60,182,379,4.94,1.77,,,1.84,0.06,,
04/01/2019,NYPD,3. Non-Critical,569,3.49,159.60,,,,,381.33,1091.05,1081.04,3,131,,,,,91,390,711,11.83,3.70,,,2.60,0.06,,
04/01/2019,NYPD (Non-CIP),Alarms,2292,3.57,120.60,,,,,617.32,2659.79,2659.67,3,103,,,,,240,1087.5,1674,34.04,8.28,,,1.95,0.06,,
04/01/2019,NYPD (Non-CIP),Disorderly Person/Group/Noise,1584,3.51,158.52,,,,,604.75,2070.92,2057.29,3,139,,,,,184,705,1191,24.44,7.44,,,2.58,0.06,,
04/01/2019,NYPD (Non-CIP),Dispute,5324,3.41,163.53,,,,,743.53,2655.91,2642.54,3,136,,,,,191,868,1498,31.87,9.67,,,2.67,0.06,,
04/01/2019,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,318,3.52,148.97,,,,,431.12,2325.93,1003.42,3,125,,,,,86.5,1175,409.5,31.58,4.70,,,2.42,0.06,,
04/01/2019,NYPD (Non-CIP),Other Crimes (In Progress),2960,3.53,151.21,,,,,371.64,1003.23,995.73,3,122,,,,,89,334,625,10.53,3.67,,,2.46,0.06,,
04/01/2019,NYPD (Non-CIP),Past Crime,3100,3.50,201.27,,,,,856.15,3833.66,3737.21,3,172,,,,,246,1719,2454,49.63,10.91,,,3.30,0.06,,
04/01/2019,NYPD (Non-CIP),Police Officer/Security Holding Suspect,185,3.53,95.86,,,,,438.99,1521.18,1443.58,3,79,,,,,105,695,954,18.04,5.72,,,1.54,0.06,,
04/01/2019,NYPD (Non-CIP),Possible Crimes,7863,3.47,147.11,,,,,673.15,2876.15,2792.20,3,115,,,,,200,1113,1607,36.72,8.77,,,2.39,0.06,,
04/01/2019,NYPD (Non-CIP),Vehicle Accident,3649,3.54,169.17,,,,,830.89,3713.46,3648.87,3,144,,,,,313,1882,2600,48.04,11.03,,,2.76,0.06,,
03/25/2019,EMS,1. Life Threating Med Emergencies,9151,3.49,76.32,,,84.39,147.80,189.02,586.83,515.07,3,82,,,17,38,83.5,355.5,470.75,6.63,1.88,1.08,0.16,1.21,0.06,,
03/25/2019,EMS,2. Non-Life Threatening Med Emergencies,13222,3.50,93.00,,,103.33,163.05,251.15,844.32,751.11,3,87.5,,,15.5,40,88.25,504.5,612.5,9.89,2.64,1.02,0.21,1.49,0.06,,
03/25/2019,FDNY,1. Structural Fires,263,3.48,33.25,32.80,87.04,,,100.86,295.40,291.82,3,16,5,46,,,7,188,275,3.24,0.15,,,0.50,0.06,0.08,0.90
03/25/2019,FDNY,2. Non-Structural Fires,164,3.48,33.60,32.93,84.88,,,98.34,354.92,351.64,3,16,5,46,,,7,238.5,326.5,4.28,0.15,,,0.50,0.06,0.09,0.87
03/25/2019,FDNY,3. Medical Emergencies,3430,3.51,226.06,,,74.47,220.95,250.90,542.09,458.28,3,120,,,5,52,6,270,408,4.85,0.41,1.93,0.10,3.70,0.06,,
03/25/2019,FDNY,4. Non-Medical Emergencies,2441,3.53,119.83,50.78,105.13,,,184.51,490.70,454.22,3,28,5,46,,,7,270,382,5.10,0.19,,,1.94,0.06,0.09,0.91
03/25/2019,NYPD,1. Critical,923,3.45,112.78,,,,,202.85,374.10,362.68,3,85,,,,,53,128,301,2.85,1.50,,,1.82,0.06,,
03/25/2019,NYPD,2. Serious,2263,3.48,115.81,,,,,223.83,522.09,498.73,3,89,,,,,58,184,380,4.97,1.80,,,1.87,0.06,,
03/25/2019,NYPD,3. Non-Critical,664,3.43,163.47,,,,,409.40,1039.24,1010.73,3,138,,,,,91.5,327.5,634.5,10.50,4.10,,,2.67,0.06,,
03/25/2019,NYPD (Non-CIP),Alarms,2291,3.53,122.93,,,,,639.27,2777.79,2777.79,3,104,,,,,254,1134,1734,35.64,8.61,,,1.99,0.06,,
03/25/2019,NYPD (Non-CIP),Disorderly Person/Group/Noise,1581,3.55,151.55,,,,,600.36,1999.97,1987.37,3,131,,,,,174,671,1185,23.33,7.48,,,2.47,0.06,,
03/25/2019,NYPD (Non-CIP),Dispute,5275,3.45,163.36,,,,,736.44,2672.18,2651.39,3,138,,,,,192,844,1458,32.26,9.55,,,2.67,0.06,,
03/25/2019,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,360,3.38,158.21,,,,,247.98,2116.89,894.04,3,135,,,,,52,1175.5,416,31.15,1.50,,,2.58,0.06,,
03/25/2019,NYPD (Non-CIP),Other Crimes (In Progress),3075,3.56,146.36,,,,,353.33,924.77,914.67,3,118,,,,,85,296,575,9.52,3.45,,,2.38,0.06,,
03/25/2019,NYPD (Non-CIP),Past Crime,3103,3.51,204.52,,,,,827.91,3766.07,3699.36,3,172,,,,,247,1713,2381,48.97,10.39,,,3.35,0.06,,
03/25/2019,NYPD (Non-CIP),Police Officer/Security Holding Suspect,186,3.39,105.22,,,,,523.96,1452.04,1448.33,3,81,,,,,122,655.5,1042,15.47,6.98,,,1.70,0.06,,
